Date,daily_ret_long,daily_ret_short,ls_ret,Value,Return_Pct
2010-05-06,0.0,0.0,0.0,1.0,0.0
2010-05-07,0.0,0.0,0.0,1.0,0.0
2010-05-10,0.0,0.0,0.0,1.0,0.0
2010-05-11,0.0,0.0,0.0,1.0,0.0
2010-05-12,0.0,0.0,0.0,1.0,0.0
2010-05-13,0.0,0.0,0.0,1.0,0.0
2010-05-14,0.0,0.0,0.0,1.0,0.0
2010-05-17,0.0,0.0,0.0,1.0,0.0
2010-05-18,0.0,0.0,0.0,1.0,0.0
2010-05-19,0.0,0.0,0.0,1.0,0.0
2010-05-20,0.0,0.0,0.0,1.0,0.0
2010-05-21,0.0,0.0,0.0,1.0,0.0
2010-05-24,0.0,0.0,0.0,1.0,0.0
2010-05-25,0.0,0.0,0.0,1.0,0.0
2010-05-26,0.0,0.0,0.0,1.0,0.0
2010-05-27,0.0,0.0,0.0,1.0,0.0
2010-05-28,0.0,0.0,0.0,1.0,0.0
2010-05-31,0.0,0.0,0.0,1.0,0.0
2010-06-01,0.0,0.0,0.0,1.0,0.0
2010-06-02,0.0,0.0,0.0,1.0,0.0
2010-06-04,0.0,0.0,0.0,1.0,0.0
2010-06-07,0.0,0.0,0.0,1.0,0.0
2010-06-08,0.0,0.0,0.0,1.0,0.0
2010-06-09,0.0,0.0,0.0,1.0,0.0
2010-06-10,0.0,0.0,0.0,1.0,0.0
2010-06-11,0.0,0.0,0.0,1.0,0.0
2010-06-14,0.0,0.0,0.0,1.0,0.0
2010-06-15,0.0,0.0,0.0,1.0,0.0
2010-06-16,0.0,0.0,0.0,1.0,0.0
2010-06-17,0.0,0.0,0.0,1.0,0.0
2010-06-18,0.0,0.0,0.0,1.0,0.0
2010-06-21,0.0,0.0,0.0,1.0,0.0
2010-06-23,0.0,0.0,0.0,1.0,0.0
2010-06-24,0.0,0.0,0.0,1.0,0.0
2010-06-28,0.0,0.0,0.0,1.0,0.0
2010-06-29,0.0,0.0,0.0,1.0,0.0
2010-06-30,0.0,0.0,0.0,1.0,0.0
2010-07-01,0.0,0.0,0.0,1.0,0.0
2010-07-02,0.0,0.0,0.0,1.0,0.0
2010-07-05,0.0,0.0,0.0,1.0,0.0
2010-07-06,0.0,0.0,0.0,1.0,0.0
2010-07-07,0.0,0.0,0.0,1.0,0.0
2010-07-08,0.0,0.0,0.0,1.0,0.0
2010-07-09,0.0,0.0,0.0,1.0,0.0
2010-07-12,0.0,0.0,0.0,1.0,0.0
2010-07-13,0.0,0.0,0.0,1.0,0.0
2010-07-14,0.0,0.0,0.0,1.0,0.0
2010-07-15,0.0,0.0,0.0,1.0,0.0
2010-07-16,0.0,0.0,0.0,1.0,0.0
2010-07-19,0.0,0.0,0.0,1.0,0.0
2010-07-20,0.0,0.0,0.0,1.0,0.0
2010-07-21,0.0,0.0,0.0,1.0,0.0
2010-07-22,0.0,0.0,0.0,1.0,0.0
2010-07-23,0.0,0.0,0.0,1.0,0.0
2010-07-26,0.0,0.0,0.0,1.0,0.0
2010-07-27,0.0,0.0,0.0,1.0,0.0
2010-07-28,0.0,0.0,0.0,1.0,0.0
2010-07-29,0.0,0.0,0.0,1.0,0.0
2010-07-30,0.0,0.0,0.0,1.0,0.0
2010-08-02,0.0,0.0,0.0,1.0,0.0
2010-08-03,0.0,0.0,0.0,1.0,0.0
2010-08-04,0.0,0.0,0.0,1.0,0.0
2010-08-09,0.0,0.0,0.0,1.0,0.0
2010-08-10,0.0,0.0,0.0,1.0,0.0
2010-08-11,0.0,0.0,0.0,1.0,0.0
2010-08-12,0.0,0.0,0.0,1.0,0.0
2010-08-13,0.0,0.0,0.0,1.0,0.0
2010-08-16,0.0,0.0,0.0,1.0,0.0
2010-08-17,0.0,0.0,0.0,1.0,0.0
2010-08-18,0.0,0.0,0.0,1.0,0.0
2010-08-19,0.0,0.0,0.0,1.0,0.0
2010-08-20,0.0,0.0,0.0,1.0,0.0
2010-08-23,0.0,0.0,0.0,1.0,0.0
2010-08-24,0.0,0.0,0.0,1.0,0.0
2010-08-25,0.0,0.0,0.0,1.0,0.0
2010-08-26,0.0,0.0,0.0,1.0,0.0
2010-08-27,0.0,0.0,0.0,1.0,0.0
2010-08-30,0.0,0.0,0.0,1.0,0.0
2010-08-31,0.0,0.0,0.0,1.0,0.0
2010-09-01,0.0,0.0,0.0,1.0,0.0
2010-09-02,0.0,0.0,0.0,1.0,0.0
2010-09-03,0.0,0.0,0.0,1.0,0.0
2010-09-06,0.0,0.0,0.0,1.0,0.0
2010-09-07,0.0,0.0,0.0,1.0,0.0
2010-09-08,-0.0028,-0.0094,0.0066,1.0066,0.6599999999999939
2010-09-09,0.006233333333333334,0.018566666666666665,-0.012333333333333332,0.9941852666666666,-0.5814733333333377
2010-09-10,-0.010066666666666666,-0.010366666666666666,0.0002999999999999999,0.9944835222466666,-0.5516477753333415
2010-09-13,0.0025,0.00026666666666666657,0.0022333333333333337,0.9967045354463507,-0.3295464553649263
2010-09-14,-0.027266666666666668,-0.005833333333333334,-0.021433333333333335,0.975341834903284,-2.4658165096716034
2010-09-15,0.014433333333333333,-0.0073999999999999995,0.021833333333333333,0.9966367982986724,-0.3363201701327645
2010-09-16,0.0088,-0.004399999999999999,0.0132,1.009792404036215,0.9792404036214952
2010-09-17,-0.0008999999999999998,-0.011333333333333334,0.010433333333333334,1.0203279047849927,2.032790478499269
2010-09-20,0.005733333333333333,0.027266666666666668,-0.021533333333333335,0.9983568439019559,-0.16431560980441073
2010-09-21,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2010-09-22,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2010-09-23,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2010-09-24,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2010-09-27,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2010-09-28,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2010-09-29,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2010-09-30,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2010-10-01,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2010-10-04,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2010-10-05,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2010-10-06,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2010-10-07,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2010-10-11,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2010-10-12,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2010-10-13,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2010-10-14,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2010-10-15,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2010-10-18,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2010-10-19,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2010-10-20,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2010-10-21,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2010-10-22,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2010-10-25,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2010-10-26,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2010-10-27,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2010-10-28,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2010-10-29,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2010-11-02,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2010-11-03,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2010-11-04,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2010-11-05,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2010-11-08,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2010-11-09,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2010-11-10,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2010-11-11,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2010-11-12,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2010-11-15,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2010-11-16,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2010-11-17,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2010-11-18,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2010-11-19,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2010-11-22,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2010-11-23,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2010-11-24,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2010-11-25,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2010-11-26,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2010-11-29,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2010-11-30,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2010-12-01,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2010-12-02,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2010-12-03,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2010-12-06,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2010-12-07,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2010-12-08,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2010-12-09,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2010-12-10,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2010-12-13,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2010-12-14,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2010-12-15,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2010-12-16,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2010-12-17,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2010-12-20,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2010-12-21,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2010-12-22,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2010-12-23,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2010-12-24,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2010-12-27,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2010-12-28,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2010-12-29,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2010-12-30,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2010-12-31,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2011-01-03,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2011-01-04,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2011-01-05,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2011-01-07,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2011-01-10,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2011-01-11,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2011-01-12,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2011-01-13,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2011-01-14,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2011-01-17,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2011-01-18,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2011-01-19,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2011-01-20,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2011-01-21,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2011-01-24,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2011-01-25,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2011-01-26,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2011-01-27,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2011-01-28,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2011-01-31,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2011-02-01,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2011-02-02,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2011-02-03,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2011-02-04,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2011-02-07,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2011-02-08,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2011-02-09,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2011-02-10,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2011-02-11,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2011-02-14,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2011-02-15,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2011-02-16,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2011-02-17,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2011-02-18,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2011-02-21,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2011-02-22,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2011-02-23,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2011-02-24,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2011-02-25,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2011-02-28,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2011-03-01,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2011-03-02,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2011-03-03,0.0,0.0,0.0,0.9983568439019559,-0.16431560980441073
2011-03-04,0.003366666666666668,-0.0025333333333333328,0.005900000000000001,1.0042471492809775,0.4247149280977469
2011-03-07,0.0067,-0.007300000000000001,0.014000000000000002,1.0183066093709112,1.830660937091122
2011-03-08,0.004966666666666667,-0.005966666666666667,0.010933333333333333,1.0294400949666997,2.944009496669975
2011-03-09,0.0013,-0.0031666666666666666,0.0044666666666666665,1.0340382607242176,3.403826072421756
2011-03-10,0.002466666666666667,0.011266666666666668,-0.0088,1.0249387240298444,2.493872402984443
2011-03-11,-0.0033,-0.0023666666666666667,-0.0009333333333333333,1.0239821145540833,2.398211455408328
2011-03-14,-0.009899999999999999,-0.004399999999999999,-0.0055,1.0183502129240358,1.8350212924035825
2011-03-15,-0.0049,-0.0254,0.020499999999999997,1.0392263922889786,3.9226392288978618
2011-03-16,0.01633333333333333,-0.0053999999999999986,0.02173333333333333,1.0618122458813926,6.181224588139256
2011-03-17,0.012933333333333333,0.007933333333333334,0.004999999999999999,1.0671213071107994,6.712130711079944
2011-03-18,0.03836666666666667,-0.030233333333333338,0.06860000000000001,1.1403258287786002,14.032582877860023
2011-03-21,0.0014666666666666667,0.006566666666666667,-0.0051,1.1345101670518294,13.451016705182939
2011-03-22,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-03-23,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-03-24,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-03-25,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-03-28,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-03-29,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-03-30,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-03-31,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-04-01,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-04-04,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-04-05,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-04-06,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-04-07,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-04-08,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-04-11,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-04-12,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-04-13,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-04-14,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-04-15,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-04-18,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-04-19,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-04-20,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-04-21,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-04-22,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-04-26,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-04-27,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-04-28,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-04-29,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-05-02,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-05-03,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-05-04,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-05-05,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-05-06,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-05-09,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-05-10,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-05-11,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-05-12,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-05-13,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-05-16,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-05-17,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-05-18,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-05-19,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-05-20,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-05-23,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-05-24,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-05-25,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-05-26,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-05-27,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-05-30,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-05-31,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-06-01,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-06-02,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-06-03,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-06-06,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-06-07,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-06-08,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-06-09,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-06-10,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-06-13,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-06-14,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-06-15,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-06-16,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-06-17,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-06-20,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-06-21,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-06-24,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-06-27,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-06-28,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-06-29,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-06-30,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-07-01,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-07-04,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-07-05,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-07-06,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-07-07,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-07-08,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-07-11,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-07-12,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-07-13,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-07-14,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-07-15,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-07-18,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-07-19,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-07-20,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-07-21,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-07-22,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-07-25,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-07-26,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-07-27,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-07-28,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-07-29,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-08-01,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-08-02,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-08-03,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-08-04,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-08-08,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-08-09,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-08-10,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-08-11,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-08-12,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-08-16,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-08-17,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-08-18,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-08-19,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-08-22,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-08-23,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-08-24,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-08-25,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
2011-08-26,0.0,0.0,0.0,1.1345101670518294,13.451016705182939
